model,att,se_att,t,df,p_value,stars,type,area,aqs_id_full,week,month,spec
nyc2,-0.5353069027649724,0.019811708498687516,-27.01972436150246,202,0,***,per_week,NA,NA,21,NA,2
nyc2,-0.6008519124214731,0.030208337274111492,-19.890267609545077,144,0,***,per_week,NA,NA,22,NA,2
nyc2,-1.3550179089363825,0.013966991804960718,-97.01573022009757,811,0,***,per_month,NA,NA,NA,1,2
nyc2,-1.184597135800996,0.012699217277519256,-93.28111409653765,811,0,***,per_month,NA,NA,NA,2,2
nyc2,-1.0013592537083948,0.011243188732221899,-89.06363466430084,898,0,***,per_month,NA,NA,NA,3,2
nyc2,-0.8522733756901378,0.011513905268175566,-74.02122527843106,856,0,***,per_month,NA,NA,NA,4,2
nyc2,-0.6906024354189407,0.01155041433871484,-59.79027376569253,892,0,***,per_month,NA,NA,NA,5,2
nyc2,-0.4368798062549696,0.048450073495686134,-9.017113385676664,28,8.973275456014562e-10,***,per_month,NA,NA,NA,6,2
nyc3,-1.067457045468032,0.005556422522246196,-192.1122882923796,4301,0,***,overall,NA,NA,NA,NA,3
nyc3,-1.1240282820610643,0.012692182944827365,-88.56067446767747,893,0,***,per_area,crz,NA,NA,NA,3
nyc3,-1.0522431791770992,0.00617283268160568,-170.46358348779822,3407,0,***,per_area,nyc,NA,NA,NA,3
nyc3,-1.0409120821913096,0.028421023564781444,-36.62472183025735,148,0,***,per_sensor,NA,840360050080,NA,NA,3
nyc3,-1.0195228206263318,0.028074623851856436,-36.314745515598986,148,0,***,per_sensor,NA,840360050110,NA,NA,3
nyc3,-1.0164344452594138,0.02778969894058811,-36.57594302955422,148,0,***,per_sensor,NA,840360050112,NA,NA,3
nyc3,-1.0706598944828927,0.028471266075202766,-37.60492742594931,148,0,***,per_sensor,NA,840360470052,NA,NA,3
nyc3,-1.0660632302870046,0.029307537723490245,-36.37505273711703,148,0,***,per_sensor,NA,840360470118,NA,NA,3
nyc3,-1.06742951466559,0.02971968703294174,-35.91657992503203,148,0,***,per_sensor,NA,840360610115,NA,NA,3
nyc3,-1.0810828464363758,0.029563554450893748,-36.56809428081788,148,0,***,per_sensor,NA,840360610135,NA,NA,3
nyc3,-1.0420963535134968,0.028671835564651832,-36.34564488079894,148,0,***,per_sensor,NA,840360810120,NA,NA,3
nyc3,-1.0380164069350184,0.029074907634731303,-35.701451573832706,148,0,***,per_sensor,NA,840360810124,NA,NA,3
nyc3,-1.0258642144707741,0.028184106397784466,-36.39867803477412,148,0,***,per_sensor,NA,840360850055,NA,NA,3
nyc3,-1.0140021251497593,0.032355415014556514,-31.339487522986975,129,0,***,per_sensor,NA,840360850111,NA,NA,3
nyc3,-1.040351298227831,0.02880934204141626,-36.11159521561525,148,0,***,per_sensor,NA,840999999910,NA,NA,3
nyc3,-1.1094935039936904,0.03234280546046389,-34.30418259015732,148,0,***,per_sensor,NA,840999999911,NA,NA,3
nyc3,-1.1139720718531385,0.0306290929717327,-36.369737519854496,148,0,***,per_sensor,NA,840999999912,NA,NA,3
nyc3,-1.1455254674517121,0.03238210043522423,-35.375267572379144,148,0,***,per_sensor,NA,840999999913,NA,NA,3
nyc3,-1.118720151795542,0.030671491289044714,-36.474266648884075,148,0,***,per_sensor,NA,840999999914,NA,NA,3
nyc3,-1.087965273750654,0.0317230791298922,-34.29570216989056,148,0,***,per_sensor,NA,840999999915,NA,NA,3
nyc3,-1.1137018336554527,0.03036657542235365,-36.67525291098933,148,0,***,per_sensor,NA,840999999916,NA,NA,3
nyc3,-1.047990000664408,0.029889171894965608,-35.062530482516536,148,0,***,per_sensor,NA,840999999917,NA,NA,3
nyc3,-1.0680888040377288,0.0295347726265015,-36.1637727009056,148,0,***,per_sensor,NA,840999999918,NA,NA,3
nyc3,-1.127218368889785,0.03070120042272557,-36.71577506316001,148,0,***,per_sensor,NA,840999999991,NA,NA,3
nyc3,-1.017988192533853,0.02789804957391205,-36.489582894920055,148,0,***,per_sensor,NA,840999999992,NA,NA,3
nyc3,-1.0318009315746184,0.030785417548012728,-33.515898557017415,148,0,***,per_sensor,NA,840999999993,NA,NA,3
nyc3,-1.0384350036272996,0.028808889285465582,-36.04564526377634,148,0,***,per_sensor,NA,840999999994,NA,NA,3
nyc3,-1.1182470949706018,0.031087040263799322,-35.97148797316655,148,0,***,per_sensor,NA,840999999995,NA,NA,3
nyc3,-1.1239448239607286,0.031135538519335006,-36.09845460879903,148,0,***,per_sensor,NA,840999999996,NA,NA,3
nyc3,-1.0297067155489126,0.028955014866821865,-35.56229275947646,148,0,***,per_sensor,NA,840999999997,NA,NA,3
nyc3,-1.049287360182966,0.029211610175423373,-35.920216444137125,148,0,***,per_sensor,NA,840999999998,NA,NA,3
nyc3,-1.0805672042372516,0.03271150434777959,-33.03324704204864,148,0,***,per_sensor,NA,840999999999,NA,NA,3
nyc3,-0.9018536041746243,0.028497179227347545,-31.647118368443756,115,0,***,per_week,NA,NA,1,NA,3
nyc3,-1.3819063536153633,0.026622010646080555,-51.90841413095203,202,0,***,per_week,NA,NA,2,NA,3
nyc3,-1.5093455419357076,0.030253830159523713,-49.889403555753596,202,0,***,per_week,NA,NA,3,NA,3
nyc3,-1.5346407544872716,0.03177506853696506,-48.297008477006734,202,0,***,per_week,NA,NA,4,NA,3
nyc3,-1.413030046908825,0.028987630665671196,-48.74596558808153,202,0,***,per_week,NA,NA,5,NA,3
nyc3,-1.2158686279801014,0.02488553784075913,-48.85844283376,202,0,***,per_week,NA,NA,6,NA,3
nyc3,-1.1997580234382363,0.025585018864322847,-46.892989596784886,202,0,***,per_week,NA,NA,7,NA,3
nyc3,-1.1334691459807984,0.02504492085168473,-45.25744571896109,202,0,***,per_week,NA,NA,8,NA,3
nyc3,-1.1701763770539575,0.02489628905499336,-47.002040122090385,202,0,***,per_week,NA,NA,9,NA,3
nyc3,-1.0223061634282384,0.023024170324226743,-44.40143332124921,202,0,***,per_week,NA,NA,10,NA,3
nyc3,-1.0993130418543389,0.024586406228423258,-44.712229662237974,202,0,***,per_week,NA,NA,11,NA,3
nyc3,-1.0048805594940442,0.02309870877045542,-43.50375466785158,202,0,***,per_week,NA,NA,12,NA,3
nyc3,-1.0961445428307524,0.026587116884446985,-41.22840951859577,202,0,***,per_week,NA,NA,13,NA,3
nyc3,-0.9424948959701466,0.022912698499778453,-41.13417265012498,202,0,***,per_week,NA,NA,14,NA,3
nyc3,-0.8880582635599185,0.022435294328487308,-39.583089508761326,202,0,***,per_week,NA,NA,15,NA,3
nyc3,-0.9639097196153974,0.026682062754018257,-36.125757161343714,197,0,***,per_week,NA,NA,16,NA,3
nyc3,-0.9279831947964335,0.025764587401088924,-36.01777821434132,195,0,***,per_week,NA,NA,17,NA,3
nyc3,-0.963534714234056,0.02828912517932355,-34.0602513554679,195,0,***,per_week,NA,NA,18,NA,3
nyc3,-0.8393274514788365,0.025231511446539276,-33.26504847944643,202,0,***,per_week,NA,NA,19,NA,3
nyc3,-0.7666094219596257,0.024473386021792432,-31.324207499403435,202,0,***,per_week,NA,NA,20,NA,3
nyc3,-0.617559066901568,0.020398854431316057,-30.274203337296203,202,0,***,per_week,NA,NA,21,NA,3
nyc3,-0.7028919244488712,0.03107256914728049,-22.620978687576244,144,0,***,per_week,NA,NA,22,NA,3
nyc3,-1.3853598679988037,0.014224165032389062,-97.39481121347208,811,0,***,per_month,NA,NA,NA,1,3
nyc3,-1.2305191116819247,0.013020988186466928,-94.50274388243722,811,0,***,per_month,NA,NA,NA,2,3
nyc3,-1.0607711743667743,0.011544580172625456,-91.88477696937635,898,0,***,per_month,NA,NA,NA,3,3
nyc3,-0.9302438409458436,0.011836144951966181,-78.59348163789718,856,0,***,per_month,NA,NA,NA,4,3
nyc3,-0.7852917679179909,0.011898049799176141,-66.00172138902688,892,0,***,per_month,NA,NA,NA,5,3
nyc3,-0.5135268734931253,0.04993125679387738,-10.284677503973713,28,5.1606718898256076e-11,***,per_month,NA,NA,NA,6,3
crz1,-3.814307050028534,0.023494562923394035,-162.34850005362506,893,0,***,overall,NA,NA,NA,NA,1
crz1,-3.8130981647158073,0.023492499391756235,-162.3113020513204,893,0,***,per_area,crz,NA,NA,NA,1
crz1,-3.815576419685383,0.05760322382690757,-66.2389388335424,148,0,***,per_sensor,NA,840999999913,NA,NA,1
crz1,-3.8134104984769346,0.05761558957862462,-66.1871296703993,148,0,***,per_sensor,NA,840999999914,NA,NA,1
crz1,-3.8115137933785057,0.05741879868421739,-66.38093935647194,148,0,***,per_sensor,NA,840999999916,NA,NA,1
crz1,-3.8147211744505802,0.05750525705271424,-66.3369119618695,148,0,***,per_sensor,NA,840999999991,NA,NA,1
crz1,-3.8133005336775336,0.05750748418432524,-66.30963930633783,148,0,***,per_sensor,NA,840999999995,NA,NA,1
crz1,-3.812401024476579,0.05772012716823939,-66.04976827865272,148,0,***,per_sensor,NA,840999999996,NA,NA,1
crz1,-2.122991023545374,0.11334847186478801,-18.729771902684877,23,1.9984014443252818e-15,***,per_week,NA,NA,1,NA,1
crz1,-3.371956331076682,0.1085219713663412,-31.07164649353685,41,0,***,per_week,NA,NA,2,NA,1
crz1,-3.5133858907942352,0.1165241849183132,-30.151559466021748,41,0,***,per_week,NA,NA,3,NA,1
crz1,-3.959940188438101,0.1293281170568227,-30.619329180353162,41,0,***,per_week,NA,NA,4,NA,1
crz1,-3.7971196246576526,0.12430360944303526,-30.547138909894347,41,0,***,per_week,NA,NA,5,NA,1
crz1,-3.3880415540752877,0.1101663009243132,-30.753883226077914,41,0,***,per_week,NA,NA,6,NA,1
crz1,-3.4766496922730536,0.10625496314282305,-32.719880459606394,41,0,***,per_week,NA,NA,7,NA,1
crz1,-3.514972083994397,0.10181643301558212,-34.52264020540242,41,0,***,per_week,NA,NA,8,NA,1
crz1,-3.7365090914178514,0.10206335639053926,-36.609702282573636,41,0,***,per_week,NA,NA,9,NA,1
crz1,-3.4626450177282457,0.09524835608153931,-36.35385596328799,41,0,***,per_week,NA,NA,10,NA,1
crz1,-3.7279705823048244,0.09796677012214079,-38.05341931408935,41,0,***,per_week,NA,NA,11,NA,1
crz1,-3.4937193825853505,0.09076035629700525,-38.49389232400611,41,0,***,per_week,NA,NA,12,NA,1
crz1,-4.059455205553375,0.10701507487890069,-37.933489371914135,41,0,***,per_week,NA,NA,13,NA,1
crz1,-3.8271451349279837,0.09712736532875876,-39.40336610566735,41,0,***,per_week,NA,NA,14,NA,1
crz1,-3.8381804983417513,0.09907566488849895,-38.73989140180174,41,0,***,per_week,NA,NA,15,NA,1
crz1,-4.254461992450685,0.11450534178999246,-37.155139890796924,41,0,***,per_week,NA,NA,16,NA,1
crz1,-4.193033841040202,0.1056705490620353,-39.6802503465618,41,0,***,per_week,NA,NA,17,NA,1
crz1,-4.605510508065234,0.12216814891800756,-37.69812793968251,41,0,***,per_week,NA,NA,18,NA,1
crz1,-4.369742132328995,0.11512216321498528,-37.95743591239426,41,0,***,per_week,NA,NA,19,NA,1
crz1,-4.409619789675524,0.11420772913379122,-38.6105198231354,41,0,***,per_week,NA,NA,20,NA,1
crz1,-3.814856326357756,0.09920534045682118,-38.45414277891784,41,0,***,per_week,NA,NA,21,NA,1
crz1,-4.431795483327038,0.1508164243664337,-29.385363709188933,29,0,***,per_week,NA,NA,22,NA,1
crz1,-3.4081862933452527,0.05725321192461747,-59.52829856659651,167,0,***,per_month,NA,NA,NA,1,1
crz1,-3.573971760695602,0.054716036490852604,-65.31854260483755,167,0,***,per_month,NA,NA,NA,2,1
crz1,-3.670114397691262,0.046548097249315266,-78.84563740669873,185,0,***,per_month,NA,NA,NA,3,1
crz1,-4.025899032542452,0.050312633563247805,-80.01765654905564,179,0,***,per_month,NA,NA,NA,4,1
crz1,-4.336930045943887,0.05502512283388626,-78.8172715040822,185,0,***,per_month,NA,NA,NA,5,1
crz1,-3.5228953355073025,0.2732144513371898,-12.894249620637721,5,4.9973082416610026e-5,***,per_month,NA,NA,NA,6,1
crz2,-2.9228496963864172,0.023180160175570546,-126.09273077702,893,0,***,overall,NA,NA,NA,NA,2
crz2,-2.9224430506014216,0.023186950435825755,-126.03826702825074,893,0,***,per_area,crz,NA,NA,NA,2
crz2,-2.9065816668634183,0.056701350656970746,-51.261242160658995,148,0,***,per_sensor,NA,840999999913,NA,NA,2
crz2,-2.9357651189138028,0.05700741260031578,-51.497954125662964,148,0,***,per_sensor,NA,840999999914,NA,NA,2
crz2,-2.9119123347164875,0.05654290961963485,-51.49915974089365,148,0,***,per_sensor,NA,840999999916,NA,NA,2
crz2,-2.9378174781547375,0.057200062215350525,-51.360389558568144,148,0,***,per_sensor,NA,840999999991,NA,NA,2
crz2,-2.9060401396840647,0.05649870399282978,-51.43551859265424,148,0,***,per_sensor,NA,840999999995,NA,NA,2
crz2,-2.9378085158749188,0.05664359453003239,-51.86479672149505,148,0,***,per_sensor,NA,840999999996,NA,NA,2
crz2,-0.8911029484677234,0.1107298315436734,-8.047541805536477,23,3.8740114671753645e-8,***,per_week,NA,NA,1,NA,2
crz2,-1.4709360307562331,0.10389770902285343,-14.157540571300611,41,0,***,per_week,NA,NA,2,NA,2
crz2,-1.7340580506037233,0.11680762623294247,-14.845418116327396,41,0,***,per_week,NA,NA,3,NA,2
crz2,-1.9604505725475223,0.122944713243395,-15.945789947603496,41,0,***,per_week,NA,NA,4,NA,2
crz2,-2.08713573891178,0.12099115840966218,-17.250316191245794,41,0,***,per_week,NA,NA,5,NA,2
crz2,-1.9737225641899097,0.10503360740057748,-18.79134319992001,41,0,***,per_week,NA,NA,6,NA,2
crz2,-2.1329033397034096,0.10470841941760399,-20.36993158302624,41,0,***,per_week,NA,NA,7,NA,2
crz2,-2.2551508433647673,0.09925835862871703,-22.72000942308869,41,0,***,per_week,NA,NA,8,NA,2
crz2,-2.507238025228103,0.0988476852146066,-25.364660991146927,41,0,***,per_week,NA,NA,9,NA,2
crz2,-2.4031446409452295,0.09423395775125354,-25.501896538068962,41,0,***,per_week,NA,NA,10,NA,2
crz2,-2.8514798365383083,0.10094834544400137,-28.246919986619265,41,0,***,per_week,NA,NA,11,NA,2
crz2,-2.8197604458164487,0.094137997296436,-29.95347815757286,41,0,***,per_week,NA,NA,12,NA,2
crz2,-3.2737182894119816,0.10802182665577494,-30.306081564831285,41,0,***,per_week,NA,NA,13,NA,2
crz2,-3.2257297440886705,0.09856128210698542,-32.72816338354075,41,0,***,per_week,NA,NA,14,NA,2
crz2,-3.2825537396707585,0.09569123687789448,-34.30359818485174,41,0,***,per_week,NA,NA,15,NA,2
crz2,-3.7481307487922484,0.11177296328029043,-33.53342918352401,41,0,***,per_week,NA,NA,16,NA,2
crz2,-3.876711754427865,0.10521285705430687,-36.84636899867527,41,0,***,per_week,NA,NA,17,NA,2
crz2,-4.359244536913,0.12216352446993024,-35.68368345484334,41,0,***,per_week,NA,NA,18,NA,2
crz2,-4.207702397077751,0.11288214724561792,-37.275180351790254,41,0,***,per_week,NA,NA,19,NA,2
crz2,-4.375586182707329,0.11541748629127702,-37.91094680111765,41,0,***,per_week,NA,NA,20,NA,2
crz2,-3.8765261539822125,0.09785926489026466,-39.613276865805084,41,0,***,per_week,NA,NA,21,NA,2
crz2,-4.5460277809631755,0.14706776591840937,-30.911109260238796,29,0,***,per_week,NA,NA,22,NA,2
crz2,-1.6342630577865713,0.05563988777022587,-29.372148709852386,167,0,***,per_month,NA,NA,NA,1,2
crz2,-2.188562834387415,0.053077702980585326,-41.23318665820832,167,0,***,per_month,NA,NA,NA,2,2
crz2,-2.7699743137940387,0.046883782519558964,-59.08171578601751,185,0,***,per_month,NA,NA,NA,3,2
crz2,-3.5302254593815388,0.04984280407324558,-70.82718408446203,179,0,***,per_month,NA,NA,NA,4,2
crz2,-4.2907363981320055,0.05464868213744161,-78.51491070435678,185,0,***,per_month,NA,NA,NA,5,2
crz2,-3.501689256163373,0.2474208830735113,-14.152763552795927,5,3.170611120983935e-5,***,per_month,NA,NA,NA,6,2
crz3,-3.0484991885325163,0.022015429322034444,-138.47103065491365,893,0,***,overall,NA,NA,NA,NA,3
crz3,-3.0478420314235994,0.02205502500562716,-138.19263549444932,893,0,***,per_area,crz,NA,NA,NA,3
crz3,-2.816067855415272,0.05109862567136787,-55.110442177571144,148,0,***,per_sensor,NA,840999999913,NA,NA,3
crz3,-2.9465318853849207,0.05226066723930485,-56.38144403883264,148,0,***,per_sensor,NA,840999999914,NA,NA,3
crz3,-3.2799331988382567,0.0581118138394313,-56.44176256313453,148,0,***,per_sensor,NA,840999999916,NA,NA,3
crz3,-3.087795448803139,0.053438737633644894,-57.78196839101736,148,0,***,per_sensor,NA,840999999991,NA,NA,3
crz3,-3.1988658146046567,0.05617523128342409,-56.94441734410023,148,0,***,per_sensor,NA,840999999995,NA,NA,3
crz3,-2.9624462076391622,0.05185665742369786,-57.12759662533436,148,0,***,per_sensor,NA,840999999996,NA,NA,3
crz3,-0.8344105503607651,0.10503635811445726,-7.944016389558316,23,4.8373674843560366e-8,***,per_week,NA,NA,1,NA,3
crz3,-1.3889321566063035,0.09772517842939027,-14.212633621435174,41,0,***,per_week,NA,NA,2,NA,3
crz3,-1.6736283750196586,0.10989523750774687,-15.229307593076353,41,0,***,per_week,NA,NA,3,NA,3
crz3,-1.932157261943158,0.11692104931469299,-16.52531578589204,41,0,***,per_week,NA,NA,4,NA,3
crz3,-2.0634572837267102,0.11437194573022078,-18.041638362907364,41,0,***,per_week,NA,NA,5,NA,3
crz3,-1.9861888223267847,0.09973978687400913,-19.913706300934148,41,0,***,per_week,NA,NA,6,NA,3
crz3,-2.1501817410638164,0.09852942375620091,-21.82273740262787,41,0,***,per_week,NA,NA,7,NA,3
crz3,-2.2751243368155016,0.09339215710723348,-24.36097855843708,41,0,***,per_week,NA,NA,8,NA,3
crz3,-2.5696853678098392,0.09448297380317054,-27.19733793691842,41,0,***,per_week,NA,NA,9,NA,3
crz3,-2.497468875297901,0.08970843000957443,-27.83984598806768,41,0,***,per_week,NA,NA,10,NA,3
crz3,-2.9798422286194084,0.09631921548299635,-30.937152194158525,41,0,***,per_week,NA,NA,11,NA,3
crz3,-2.9552799376237298,0.09010805558055751,-32.79706701674058,41,0,***,per_week,NA,NA,12,NA,3
crz3,-3.447210286983889,0.10335744937697305,-33.352315752403726,41,0,***,per_week,NA,NA,13,NA,3
crz3,-3.413105956094493,0.09487959464461788,-35.97302421957706,41,0,***,per_week,NA,NA,14,NA,3
crz3,-3.4926451303498647,0.09272979467997837,-37.66475642918655,41,0,***,per_week,NA,NA,15,NA,3
crz3,-3.981708081495774,0.1064328199861481,-37.41052883888617,41,0,***,per_week,NA,NA,16,NA,3
crz3,-4.125864764297039,0.10002842908906653,-41.246921518914576,41,0,***,per_week,NA,NA,17,NA,3
crz3,-4.638656408282725,0.11590840244172339,-40.020018484983915,41,0,***,per_week,NA,NA,18,NA,3
crz3,-4.484159762798381,0.10621908755064216,-42.21613898406409,41,0,***,per_week,NA,NA,19,NA,3
crz3,-4.682097170854811,0.10976439293218847,-42.65588362291013,41,0,***,per_week,NA,NA,20,NA,3
crz3,-4.161440844463547,0.09292191885240335,-44.78427582918898,41,0,***,per_week,NA,NA,21,NA,3
crz3,-4.878913861321174,0.1389594650100017,-35.110338550670235,29,0,***,per_week,NA,NA,22,NA,3
crz3,-1.5787553965810583,0.05265698043784693,-29.981882429519946,167,0,***,per_month,NA,NA,NA,1,3
crz3,-2.206951086839067,0.05029661472015728,-43.87872025022375,167,0,***,per_month,NA,NA,NA,2,3
crz3,-2.8918858539307797,0.0448464765921931,-64.48412614948218,185,0,***,per_month,NA,NA,NA,3,3
crz3,-3.74655281163083,0.04757623192816066,-78.74841406709265,179,0,***,per_month,NA,NA,NA,4,3
crz3,-4.588918761156068,0.05157651875943946,-88.97302244378815,185,0,***,per_month,NA,NA,NA,5,3
crz3,-3.7404127200943575,0.23452046127331824,-15.949195647091754,5,1.7639627726495632e-5,***,per_month,NA,NA,NA,6,3
